Module	Section	Sample Name	Source
FastQC	all_sections	ACR-225-TP4_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-225-TP4_R1_001_fastqc.zip
FastQC	all_sections	ACR-186-TP4_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-186-TP4_R1_001_fastqc.zip
FastQC	all_sections	ACR-229-TP2_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-229-TP2_R1_001_fastqc.zip
FastQC	all_sections	ACR-150-TP1_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-150-TP1_R2_001_fastqc.zip
FastQC	all_sections	ACR-186-TP3_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-186-TP3_R1_001_fastqc.zip
FastQC	all_sections	ACR-237-TP4_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-237-TP4_R1_001_fastqc.zip
FastQC	all_sections	ACR-145-TP1_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-145-TP1_R1_001_fastqc.zip
FastQC	all_sections	ACR-150-TP2_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-150-TP2_R2_001_fastqc.zip
FastQC	all_sections	ACR-237-TP1_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-237-TP1_R1_001_fastqc.zip
FastQC	all_sections	ACR-244-TP4_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-244-TP4_R2_001_fastqc.zip
FastQC	all_sections	ACR-225-TP1_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-225-TP1_R2_001_fastqc.zip
FastQC	all_sections	ACR-225-TP4_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-225-TP4_R2_001_fastqc.zip
FastQC	all_sections	ACR-244-TP3_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-244-TP3_R1_001_fastqc.zip
FastQC	all_sections	ACR-244-TP1_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-244-TP1_R2_001_fastqc.zip
FastQC	all_sections	ACR-173-TP1_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-173-TP1_R1_001_fastqc.zip
FastQC	all_sections	ACR-139-TP4_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-139-TP4_R2_001_fastqc.zip
FastQC	all_sections	ACR-139-TP2_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-139-TP2_R1_001_fastqc.zip
FastQC	all_sections	ACR-173-TP4_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-173-TP4_R1_001_fastqc.zip
FastQC	all_sections	ACR-139-TP3_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-139-TP3_R1_001_fastqc.zip
FastQC	all_sections	ACR-237-TP2_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-237-TP2_R2_001_fastqc.zip
FastQC	all_sections	ACR-186-TP2_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-186-TP2_R1_001_fastqc.zip
FastQC	all_sections	ACR-265-TP1_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-265-TP1_R1_001_fastqc.zip
FastQC	all_sections	ACR-145-TP2_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-145-TP2_R2_001_fastqc.zip
FastQC	all_sections	ACR-265-TP3_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-265-TP3_R2_001_fastqc.zip
FastQC	all_sections	ACR-229-TP1_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-229-TP1_R1_001_fastqc.zip
FastQC	all_sections	ACR-186-TP3_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-186-TP3_R2_001_fastqc.zip
FastQC	all_sections	ACR-265-TP4_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-265-TP4_R2_001_fastqc.zip
FastQC	all_sections	ACR-237-TP3_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-237-TP3_R2_001_fastqc.zip
FastQC	all_sections	ACR-229-TP1_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-229-TP1_R2_001_fastqc.zip
FastQC	all_sections	ACR-225-TP1_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-225-TP1_R1_001_fastqc.zip
FastQC	all_sections	ACR-265-TP4_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-265-TP4_R1_001_fastqc.zip
FastQC	all_sections	ACR-229-TP4_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-229-TP4_R2_001_fastqc.zip
FastQC	all_sections	ACR-150-TP3_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-150-TP3_R2_001_fastqc.zip
FastQC	all_sections	ACR-237-TP4_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-237-TP4_R2_001_fastqc.zip
FastQC	all_sections	ACR-173-TP1_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-173-TP1_R2_001_fastqc.zip
FastQC	all_sections	ACR-225-TP3_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-225-TP3_R2_001_fastqc.zip
FastQC	all_sections	ACR-173-TP3_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-173-TP3_R1_001_fastqc.zip
FastQC	all_sections	ACR-139-TP1_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-139-TP1_R1_001_fastqc.zip
FastQC	all_sections	ACR-229-TP2_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-229-TP2_R2_001_fastqc.zip
FastQC	all_sections	ACR-225-TP2_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-225-TP2_R2_001_fastqc.zip
FastQC	all_sections	ACR-150-TP1_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-150-TP1_R1_001_fastqc.zip
FastQC	all_sections	ACR-150-TP4_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-150-TP4_R2_001_fastqc.zip
FastQC	all_sections	ACR-145-TP4_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-145-TP4_R1_001_fastqc.zip
FastQC	all_sections	ACR-237-TP1_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-237-TP1_R2_001_fastqc.zip
FastQC	all_sections	ACR-244-TP2_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-244-TP2_R1_001_fastqc.zip
FastQC	all_sections	ACR-244-TP3_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-244-TP3_R2_001_fastqc.zip
FastQC	all_sections	ACR-229-TP3_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-229-TP3_R2_001_fastqc.zip
FastQC	all_sections	ACR-265-TP3_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-265-TP3_R1_001_fastqc.zip
FastQC	all_sections	ACR-173-TP2_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-173-TP2_R1_001_fastqc.zip
FastQC	all_sections	ACR-229-TP4_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-229-TP4_R1_001_fastqc.zip
FastQC	all_sections	ACR-139-TP4_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-139-TP4_R1_001_fastqc.zip
FastQC	all_sections	ACR-225-TP2_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-225-TP2_R1_001_fastqc.zip
FastQC	all_sections	ACR-229-TP3_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-229-TP3_R1_001_fastqc.zip
FastQC	all_sections	ACR-145-TP3_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-145-TP3_R2_001_fastqc.zip
FastQC	all_sections	ACR-139-TP2_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-139-TP2_R2_001_fastqc.zip
FastQC	all_sections	ACR-145-TP3_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-145-TP3_R1_001_fastqc.zip
FastQC	all_sections	ACR-173-TP4_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-173-TP4_R2_001_fastqc.zip
FastQC	all_sections	ACR-265-TP2_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-265-TP2_R2_001_fastqc.zip
FastQC	all_sections	ACR-150-TP4_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-150-TP4_R1_001_fastqc.zip
FastQC	all_sections	ACR-145-TP4_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-145-TP4_R2_001_fastqc.zip
FastQC	all_sections	ACR-150-TP2_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-150-TP2_R1_001_fastqc.zip
FastQC	all_sections	ACR-186-TP4_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-186-TP4_R2_001_fastqc.zip
FastQC	all_sections	ACR-265-TP2_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-265-TP2_R1_001_fastqc.zip
FastQC	all_sections	ACR-145-TP1_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-145-TP1_R2_001_fastqc.zip
FastQC	all_sections	ACR-139-TP3_R2_001	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/D-Apul/data/rnaseq-raw-fastqs/ACR-139-TP3_R2_001_fastqc.zip
